[༄༅༅། །​_75_],༄༅༅། །​_75_,༄༅༅། །​_75_,༄༅། །​ _25_
[རྒྱ་_100_],རྒྱ་_100_,རྒྱ་_100_,རྒྱ་_100_
[གར་_100_],གར་_100_,གར་_100_,གར་_100_
[སྐད་_100_],སྐད་_100_,སྐད་_100_,སྐད་_100_
[དུ_100_],དུ_100_,དུ_100_,དུ_100_
[། _100_],། _100_,། _100_,། _100_
[མ་_100_],མ་_100_,མ་_100_,མ་_100_
[ཧཱ་_100_],ཧཱ་_100_,ཧཱ་_100_,ཧཱ་_100_
[ཀཱ་_100_],ཀཱ་_100_,ཀཱ་_100_,ཀཱ་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[སཱ་_100_],སཱ་_100_,སཱ་_100_,སཱ་_100_
[དྷ་_100_],དྷ་_100_,དྷ་_100_,དྷ་_100_
[ནཾ_100_],ནཾ_100_,ནཾ_100_,ནཾ_100_
[། _100_],། _100_,། _100_,། _100_
[བོད་_100_],བོད་_100_,བོད་_100_,བོད་_100_
[སྐད་_100_],སྐད་_100_,སྐད་_100_,སྐད་_100_
[དུ_100_],དུ_100_,དུ_100_,དུ_100_
[། _100_],། _100_,། _100_,། _100_
[ནག་_100_],ནག་_100_,ནག་_100_,ནག་_100_
[པོ་_100_],པོ་_100_,པོ་_100_,པོ་_100_
[ཆེན་_100_],ཆེན་_100_,ཆེན་_100_,ཆེན་_100_
[པོའི་_100_],པོའི་_100_,པོའི་_100_,པོའི་_100_
[སྒྲུབ་_100_],སྒྲུབ་_100_,སྒྲུབ་_100_,སྒྲུབ་_100_
[ཐབས_100_],ཐབས_100_,ཐབས_100_,ཐབས_100_
[། _100_],། _100_,། _100_,། _100_
[ནག་_100_],ནག་_100_,ནག་_100_,ནག་_100_
[པོ་_100_],པོ་_100_,པོ་_100_,པོ་_100_
[ཆེན་_100_],ཆེན་_100_,ཆེན་_100_,ཆེན་_100_
[པོ་_100_],པོ་_100_,པོ་_100_,པོ་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[ཕྱག་_100_],ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_
འཆལ་_25_,[འཚལ་_75_],འཚལ་_75_,འཚལ་_75_
[ལོ_100_],ལོ_100_,ལོ_100_,ལོ_100_
[། །​ནི་མྠི་_75_],། །​ནི་མྠི་_75_,། །​ནི་མྠི་_75_,། །​ནིལླི་_25_
[ཤི་_100_],ཤི་_100_,ཤི་_100_,ཤི་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_
[ནག་_100_],ནག་_100_,ནག་_100_,ནག་_100_
[པོ་_100_],པོ་_100_,པོ་_100_,པོ་_100_
[བྱ་_100_],བྱ་_100_,བྱ་_100_,བྱ་_100_
[སྟེ་_100_],སྟེ་_100_,སྟེ་_100_,སྟེ་_100_
[གྲི་_100_],གྲི་_100_,གྲི་_100_,གྲི་_100_
[གུག་_100_],གུག་_100_,གུག་_100_,གུག་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_
[ཐོད་_100_],ཐོད་_100_,ཐོད་_100_,ཐོད་_100_
[པ་བསྣམས་པ་_75_],པ་བསྣམས་པ་_75_,པ་བསྣམསཔ་_25_,པ་བསྣམས་པ་_75_
[སྐྲ་_100_],སྐྲ་_100_,སྐྲ་_100_,སྐྲ་_100_
[གྱེན་_100_],གྱེན་_100_,གྱེན་_100_,གྱེན་_100_
[དུ་_100_],དུ་_100_,དུ་_100_,དུ་_100_
[ལངས་_100_],ལངས་_100_,ལངས་_100_,ལངས་_100_
བ_25_,[པ_75_],པ_75_,པ_75_
[། _100_],། _100_,། _100_,། _100_
