[༄། །​སྤོས་_88_],༄། །​སྤོས་_88_,༄། །​སྤོས་_88_,༄། །​སྤོས་_88_,༄། །​སྤོས་_88_,༄། །​སྤོས་_88_,སྦོས་_11_,༄། །​སྤོས་_88_,༄། །​སྤོས་_88_
[ཀྱི་_100_],ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_,ཀྱི་_100_
[སྦྱོར་_100_],སྦྱོར་_100_,སྦྱོར་_100_,སྦྱོར་_100_,སྦྱོར་_100_,སྦྱོར་_100_,སྦྱོར་_100_,སྦྱོར་_100_,སྦྱོར་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_
[རེའུ་_100_],རེའུ་_100_,རེའུ་_100_,རེའུ་_100_,རེའུ་_100_,རེའུ་_100_,རེའུ་_100_,རེའུ་_100_,རེའུ་_100_
[ཆར་_100_],ཆར་_100_,ཆར་_100_,ཆར་_100_,ཆར་_100_,ཆར་_100_,ཆར་_100_,ཆར་_100_,ཆར་_100_
[བྱས་_100_],བྱས་_100_,བྱས་_100_,བྱས་_100_,བྱས་_100_,བྱས་_100_,བྱས་_100_,བྱས་_100_,བྱས་_100_
[པ་_77_],པ་_77_,པ་_77_,པ་_77_,པ་_77_,པ་_77_,པ་_77_,བ་_22_,བ་_22_
[བཞུགས_100_],བཞུགས_100_,བཞུགས_100_,བཞུགས_100_,བཞུགས_100_,བཞུགས_100_,བཞུགས_100_,བཞུགས_100_,བཞུགས_100_
[། ༄༅༅། །​_88_],། ༄༅༅། །​_88_,། ༄༅༅། །​_88_,། ༄༅༅། །​_88_,། ༄༅༅། །​_88_,། ༄༅༅། །​_88_,། _11_,། ༄༅༅། །​_88_,། ༄༅༅། །​_88_
[དཀོན་_100_],དཀོན་_100_,དཀོན་_100_,དཀོན་_100_,དཀོན་_100_,དཀོན་_100_,དཀོན་_100_,དཀོན་_100_,དཀོན་_100_
[མཆོག་_100_],མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_
[གསུམ་_100_],གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_,གསུམ་_100_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_
[ཕྱག་_100_],ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_
[འཚལ་_100_],འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_
[ལོ_100_],ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[ཨ་ཀ་ར་པ་_44_],ཨ་ཀ་ར་པ་_44_,ཨ་ཀ་ར་པ་_44_,ཨ་ཀ་ར་པ་_44_,ཨ་ཀ་ར་བ་_22_,ཨ་ཀ་ར་བ་_22_,ཨ་ཀར་པ་_33_,ཨ་ཀར་པ་_33_,ཨ་ཀར་པ་_33_
[ཏྲ་_100_],ཏྲ་_100_,ཏྲ་_100_,ཏྲ་_100_,ཏྲ་_100_,ཏྲ་_100_,ཏྲ་_100_,ཏྲ་_100_,ཏྲ་_100_
[ཏུ་_77_],ཏུ་_77_,དུ་_22_,དུ་_22_,ཏུ་_77_,ཏུ་_77_,ཏུ་_77_,ཏུ་_77_,ཏུ་_77_
[རུས་_100_],རུས་_100_,རུས་_100_,རུས་_100_,རུས་_100_,རུས་_100_,རུས་_100_,རུས་_100_,རུས་_100_
[རྡོ་_100_],རྡོ་_100_,རྡོ་_100_,རྡོ་_100_,རྡོ་_100_,རྡོ་_100_,རྡོ་_100_,རྡོ་_100_,རྡོ་_100_
[དྲེགས་པྲི་_66_],དྲེགས་པྲི་_66_,དྲེག་པྲི་_22_,དྲེག་པྲི་_22_,དྲེགས་པྲི་_66_,དྲེགས་པྲི་_66_,དྲེགས་སྤྲི་_11_,དྲེགས་པྲི་_66_,དྲེགས་པྲི་_66_
[ཡང་_100_],ཡང་_100_,ཡང་_100_,ཡང་_100_,ཡང་_100_,ཡང་_100_,ཡང་_100_,ཡང་_100_,ཡང་_100_
[གླ་_100_],གླ་_100_,གླ་_100_,གླ་_100_,གླ་_100_,གླ་_100_,གླ་_100_,གླ་_100_,གླ་_100_
[སྒང་_100_],སྒང་_100_,སྒང་_100_,སྒང་_100_,སྒང་_100_,སྒང་_100_,སྒང་_100_,སྒང་_100_,སྒང་_100_
[སྤྲ་_77_],སྤྲ་_77_,པྲ་_22_,པྲ་_22_,སྤྲ་_77_,སྤྲ་_77_,སྤྲ་_77_,སྤྲ་_77_,སྤྲ་_77_
[ཚིལ་_100_],ཚིལ་_100_,ཚིལ་_100_,ཚིལ་_100_,ཚིལ་_100_,ཚིལ་_100_,ཚིལ་_100_,ཚིལ་_100_,ཚིལ་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_
[ལེ་ཀ། །​_55_],ལེ་ཀ། །​_55_,ལི་ཀ། །​_11_,ལེ་ཀ། །​_55_,ལེ་ཀ། །​_55_,ལེ་ཀ། །​_55_,ལེ་ཀ །​_33_,ལེ་ཀ །​_33_,ལེ་ཀ །​_33_
[པྲི་_100_],པྲི་_100_,པྲི་_100_,པྲི་_100_,པྲི་_100_,པྲི་_100_,པྲི་_100_,པྲི་_100_,པྲི་_100_
[ཀ་_100_],ཀ་_100_,ཀ་_100_,ཀ་_100_,ཀ་_100_,ཀ་_100_,ཀ་_100_,ཀ་_100_,ཀ་_100_
[ཤིང་_100_],ཤིང་_100_,ཤིང་_100_,ཤིང་_100_,ཤིང་_100_,ཤིང་_100_,ཤིང་_100_,ཤིང་_100_,ཤིང་_100_
[ཚ་_77_],ཚ་_77_,ཚྭ་_22_,ཚྭ་_22_,ཚ་_77_,ཚ་_77_,ཚ་_77_,ཚ་_77_,ཚ་_77_
[རྒྱ་_100_],རྒྱ་_100_,རྒྱ་_100_,རྒྱ་_100_,རྒྱ་_100_,རྒྱ་_100_,རྒྱ་_100_,རྒྱ་_100_,རྒྱ་_100_
[སྤོས་_100_],སྤོས་_100_,སྤོས་_100_,སྤོས་_100_,སྤོས་_100_,སྤོས་_100_,སྤོས་_100_,སྤོས་_100_,སྤོས་_100_
[སྤང་_100_],སྤང་_100_,སྤང་_100_,སྤང་_100_,སྤང་_100_,སྤང་_100_,སྤང་_100_,སྤང་_100_,སྤང་_100_
[སྤོས་_100_],སྤོས་_100_,སྤོས་_100_,སྤོས་_100_,སྤོས་_100_,སྤོས་_100_,སྤོས་_100_,སྤོས་_100_,སྤོས་_100_
[ཙན་_100_],ཙན་_100_,ཙན་_100_,ཙན་_100_,ཙན་_100_,ཙན་_100_,ཙན་_100_,ཙན་_100_,ཙན་_100_
[དན་_100_],དན་_100_,དན་_100_,དན་_100_,དན་_100_,དན་_100_,དན་_100_,དན་_100_,དན་_100_
[སེན་_100_],སེན་_100_,སེན་_100_,སེན་_100_,སེན་_100_,སེན་_100_,སེན་_100_,སེན་_100_,སེན་_100_
[མོ་_100_],མོ་_100_,མོ་_100_,མོ་_100_,མོ་_100_,མོ་_100_,མོ་_100_,མོ་_100_,མོ་_100_
[ཐང་_100_],ཐང་_100_,ཐང་_100_,ཐང་_100_,ཐང་_100_,ཐང་_100_,ཐང་_100_,ཐང་_100_,ཐང་_100_
[ཆུ་_100_],ཆུ་_100_,ཆུ་_100_,ཆུ་_100_,ཆུ་_100_,ཆུ་_100_,ཆུ་_100_,ཆུ་_100_,ཆུ་_100_
[ཀུན་_100_],ཀུན་_100_,ཀུན་_100_,ཀུན་_100_,ཀུན་_100_,ཀུན་_100_,ཀུན་_100_,ཀུན་_100_,ཀུན་_100_
[ཏུར་_100_],ཏུར་_100_,ཏུར་_100_,ཏུར་_100_,ཏུར་_100_,ཏུར་_100_,ཏུར་_100_,ཏུར་_100_,ཏུར་_100_
[རྣམས_100_],རྣམས_100_,རྣམས_100_,རྣམས_100_,རྣམས_100_,རྣམས_100_,རྣམས_100_,རྣམས_100_,རྣམས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[སྦྱོར་_100_],སྦྱོར་_100_,སྦྱོར་_100_,སྦྱོར་_100_,སྦྱོར་_100_,སྦྱོར་_100_,སྦྱོར་_100_,སྦྱོར་_100_,སྦྱོར་_100_
[བ་_100_],བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_,བ་_100_
[སྤོས་_88_],སྤོས་_88_,སྤོས་_88_,སྤོས་_88_,སྤོས་_88_,སྤོས་_88_,སྦོས་_11_,སྤོས་_88_,སྤོས་_88_
[རྒྱལ་_100_],རྒྱལ་_100_,རྒྱལ་_100_,རྒྱལ་_100_,རྒྱལ་_100_,རྒྱལ་_100_,རྒྱལ་_100_,རྒྱལ་_100_,རྒྱལ་_100_
[གླ་_100_],གླ་_100_,གླ་_100_,གླ་_100_,གླ་_100_,གླ་_100_,གླ་_100_,གླ་_100_,གླ་_100_
[རྩིག་_66_],རྩིག་_66_,རྩིག་_66_,རྩིག་_66_,རྩིག་_66_,རྩིག་_66_,རྩི་ག་_33_,རྩི་ག་_33_,རྩི་ག་_33_
[པུར་_100_],པུར་_100_,པུར་_100_,པུར་_100_,པུར་_100_,པུར་_100_,པུར་_100_,པུར་_100_,པུར་_100_
[དག་_100_],དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_,དག་_100_
[གིས་_100_],གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_
[གསོ་_100_],གསོ་_100_,གསོ་_100_,གསོ་_100_,གསོ་_100_,གསོ་_100_,གསོ་_100_,གསོ་_100_,གསོ་_100_
[ཞིང་_100_],ཞིང་_100_,ཞིང་_100_,ཞིང་_100_,ཞིང་_100_,ཞིང་_100_,ཞིང་_100_,ཞིང་_100_,ཞིང་_100_
[བདུག་_100_],བདུག་_100_,བདུག་_100_,བདུག་_100_,བདུག་_100_,བདུག་_100_,བདུག་_100_,བདུག་_100_,བདུག་_100_
[པ་_100_],པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_,པ་_100_
[མཆོག་_100_],མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_
[གིས་_100_],གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_
[བདུག _100_],བདུག _100_,བདུག _100_,བདུག _100_,བདུག _100_,བདུག _100_,བདུག _100_,བདུག _100_,བདུག _100_
[།​_100_],།​_100_,།​_100_,།​_100_,།​_100_,།​_100_,།​_100_,།​_100_,།​_100_
[མེ་_100_],མེ་_100_,མེ་_100_,མེ་_100_,མེ་_100_,མེ་_100_,མེ་_100_,མེ་_100_,མེ་_100_
[ཏོག་_100_],ཏོག་_100_,ཏོག་_100_,ཏོག་_100_,ཏོག་_100_,ཏོག་_100_,ཏོག་_100_,ཏོག་_100_,ཏོག་_100_
[ཞིམ་_100_],ཞིམ་_100_,ཞིམ་_100_,ཞིམ་_100_,ཞིམ་_100_,ཞིམ་_100_,ཞིམ་_100_,ཞིམ་_100_,ཞིམ་_100_
[པོས་_100_],པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_,པོས་_100_
[བསྒོ་བ་གྱིས་_88_],བསྒོ་བ་གྱིས་_88_,བསྒོ་བ་གྱིས་_88_,བསྒོ་བ་གྱིས་_88_,བསྒོ་བ་གྱིས་_88_,བསྒོ་བ་གྱིས་_88_,བསྒོ་བགྱིས་_11_,བསྒོ་བ་གྱིས་_88_,བསྒོ་བ་གྱིས་_88_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_
[དྲི་_100_],དྲི་_100_,དྲི་_100_,དྲི་_100_,དྲི་_100_,དྲི་_100_,དྲི་_100_,དྲི་_100_,དྲི་_100_
[སྦྱར་_100_],སྦྱར་_100_,སྦྱར་_100_,སྦྱར་_100_,སྦྱར་_100_,སྦྱར་_100_,སྦྱར་_100_,སྦྱར་_100_,སྦྱར་_100_
[མཆོག་_100_],མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_
[ཏུ་_100_],ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_,ཏུ་_100_
[འདི་_100_],འདི་_100_,འདི་_100_,འདི་_100_,འདི་_100_,འདི་_100_,འདི་_100_,འདི་_100_,འདི་_100_
[འགྱུར་_100_],འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_,འགྱུར་_100_
[ལུས་_100_],ལུས་_100_,ལུས་_100_,ལུས་_100_,ལུས་_100_,ལུས་_100_,ལུས་_100_,ལུས་_100_,ལུས་_100_
[མཆོག་_100_],མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_,མཆོག་_100_
[མ_100_],མ_100_,མ_100_,མ_100_,མ_100_,མ_100_,མ_100_,མ_100_,མ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
