[༄༅། །​མཛད་པ་བཅུ་གཉིས་ཀྱི་ཚུལ་ལ་བསྟོད་པ།༄༅༅། །​རྒྱ་གར་སྐད་དུ། དྭཱི་ད་ཤ་ཀཱ་ར་ནཱ་མ་ན་ཡ་སྟོ་ཏྲཾ། བོད་སྐད་དུ། མཛད་པ་བཅུ་གཉིས་ཀྱི་ཚུལ་ལ་བསྟོད་པ། སངས་རྒྱས་ཤཱཀྱ་ཐུབ་པ་_25_],༄༅། །​མཛད་པ་བཅུ་གཉིས་ཀྱི་ཚུལ་ལ་བསྟོད་པ།༄༅༅། །​རྒྱ་གར་སྐད་དུ། དྭཱི་ད་ཤ་ཀཱ་ར་ནཱ་མ་ན་ཡ་སྟོ་ཏྲཾ། བོད་སྐད་དུ། མཛད་པ་བཅུ་གཉིས་ཀྱི་ཚུལ་ལ་བསྟོད་པ། སངས་རྒྱས་ཤཱཀྱ་ཐུབ་པ་_25_,༄༅། །​མཛད་པ་བཅུ་གཉིས་ཀྱི་ཚུལ་ལ་བསྟོད་པ།༄༅༅། །​རྒྱ་གར་སྐད་དུ། དྭཱི་ད་ཤ་ཀཱ་ར་ནཱ་མ་ན་ཡཱ་སྟོ་ཏྲཾ། བོད་སྐད་དུ། མཛད་པ་བཅུ་གཉིས་ཀྱི་ཚུལ་ལ་བསྟོད་པ།ཞེས་བྱ་བ། སངས་རྒྱས་ཤཱཀྱ་ཐུབ་པ་_12_,༄༅། །​མཛད་པ་བཅུ་གཉིས་ཀྱི་ཚུལ་ལ་བསྟོད་པ།༄༅༅། །​རྒྱ་གར་སྐད་དུ། དྭཱི་ད་ཤ་ཀཱ་ར་ནཱ་མ་ན་ཡ་སྟོ་ཏྲཾ། བོད་སྐད་དུ། མཛད་པ་བཅུ་གཉིས་ཀྱི་ཚུལ་ལ་བསྟོད་པ།ཞེས་བྱ་བ། སངས་རྒྱས་ཤཱཀྱ་ཐུབ་པ་_12_,དེ་བཞིན་གཤེགས་པའི་མཛད་པ་བཅུ་གཉིས་ཀྱི་ཚུལ་ལ་བསྟོད་པ། དེ་བཞིན་གཤེགས་པ་ཤཱཀྱ་ཐུབ་པ་ལ་ཕྱག་འཚལ་ལོ། །​ ཐབས་མཁས་ཐུགས་རྗེས་ཤཱཀྱའི་རིགས་སུ་འཁྲུངས། །​གཞན་གྱིས་མི་ཐུབ་བདུད་ཀྱི་དཔུང་འཇོམས་པ། །​གསེར་གྱི་ལྷུན་པོ་ལྟ་བུར་བརྗིད་པའི་སྐུ། །​ཤཱཀྱའི་རྒྱལ་པོ་དེ་_12_,༄༅༅། །​རྒྱ་གར་སྐད་དུ། དྭཱི་ད་ཤ་ཀཱ་ར་ནཱ་མ་ན་ཡ་སྟོ་ཏྲཾ། བོད་སྐད་དུ། མཛད་པ་བཅུ་གཉིས་ཀྱི་ཚུལ་ལ་བསྟོད་པ། སངས་རྒྱས་ཤཱཀྱ་ཐུབ་པ་_12_,༄། །​རྒྱ་གར་སྐད་དུ། དྭཱི་ད་ཤ་ཀཱ་ར་ནཱ་མ་ན་ཡ་སྟོ་ཏྲཾ། བོད་སྐད་དུ།  མཛད་པ་བཅུ་གཉིས་ཀྱི་ཚུལ་ལ་བསྟོད་པ །​ །​སངས་རྒྱས་ཤཱཀྱ་ཐུབ་པ་_12_,༅༅། །​རྒྱ་གར་སྐད་དུ། དྭཱི་ད་ཤ་ཀཱ་ར་ནཱ་མ་ན་ཡ་སྟོ་ཏྲཾ། བོད་སྐད་དུ། མཛད་པ་བཅུ་གཉིས་ཀྱི་ཚུལ་ལ་བསྟོད་པ། སངས་རྒྱས་ཤཱཀྱ་ཐུབ་པ་_12_
[ལ་_100_],ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_,ལ་_100_
[ཕྱག་_100_],ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_,ཕྱག་_100_
[འཚལ་_100_],འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_,འཚལ་_100_
[ལོ_100_],ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_,ལོ_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
[གང་_100_],གང་_100_,གང་_100_,གང་_100_,གང་_100_,གང་_100_,གང་_100_,གང་_100_
[གིས་_100_],གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_,གིས་_100_
[དང་_100_],དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_,དང་_100_
[པོར་_100_],པོར་_100_,པོར་_100_,པོར་_100_,པོར་_100_,པོར་_100_,པོར་_100_,པོར་_100_
[བྱང་_100_],བྱང་_100_,བྱང་_100_,བྱང་_100_,བྱང་_100_,བྱང་_100_,བྱང་_100_,བྱང་_100_
[ཆུབ་_100_],ཆུབ་_100_,ཆུབ་_100_,ཆུབ་_100_,ཆུབ་_100_,ཆུབ་_100_,ཆུབ་_100_,ཆུབ་_100_
[ཐུགས་_100_],ཐུགས་_100_,ཐུགས་_100_,ཐུགས་_100_,ཐུགས་_100_,ཐུགས་_100_,ཐུགས་_100_,ཐུགས་_100_
[བསྐྱེད་_100_],བསྐྱེད་_100_,བསྐྱེད་_100_,བསྐྱེད་_100_,བསྐྱེད་_100_,བསྐྱེད་_100_,བསྐྱེད་_100_,བསྐྱེད་_100_
[ནས_100_],ནས_100_,ནས_100_,ནས_100_,ནས_100_,ནས_100_,ནས_100_,ནས_100_
[། །​_100_],། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_,། །​_100_
