[༄༅། །​ཤ་ཟ་གནོད་སྦྱིན་མཁའ་འགྲོ་ཀུན་ནས་འཁྱིལ་པའི་རྟོགས་པ་ལས་བྱུང་བའི་གྭ་ཐབས་ཞེས་བྱ་བ།༄། གནོད་སྦྱིན་མོ་ཀུན་ནས་འཁྱིལ་པ་མཆེད་གསུམ་གྱི་སྒྲུབ་ཐབས་བཞུགས་སོ། །​༄༅༅། །​རྒྱ་གར་སྐད་དུ། པ་ཤ་ཙ་མ་ཀྵི་ཏ་ཀི་ནི་ཀལ་པ་_66_],༄༅། །​ཤ་ཟ་གནོད་སྦྱིན་མཁའ་འགྲོ་ཀུན་ནས་འཁྱིལ་པའི་རྟོགས་པ་ལས་བྱུང་བའི་གྭ་ཐབས་ཞེས་བྱ་བ།༄། གནོད་སྦྱིན་མོ་ཀུན་ནས་འཁྱིལ་པ་མཆེད་གསུམ་གྱི་སྒྲུབ་ཐབས་བཞུགས་སོ། །​༄༅༅། །​རྒྱ་གར་སྐད་དུ། པ་ཤ་ཙ་མ་ཀྵི་ཏ་ཀི་ནི་ཀལ་པ་_66_,༄༅། །​ཤ་ཟ་གནོད་སྦྱིན་མཁའ་འགྲོ་ཀུན་ནས་འཁྱིལ་པའི་རྟོགས་པ་ལས་བྱུང་བའི་གྭ་ཐབས་ཞེས་བྱ་བ།༄། གནོད་སྦྱིན་མོ་ཀུན་ནས་འཁྱིལ་པ་མཆེད་གསུམ་གྱི་སྒྲུབ་ཐབས་བཞུགས་སོ། །​༄༅༅། །​རྒྱ་གར་སྐད་དུ། པ་ཤ་ཙ་མ་ཀྵི་ཏ་ཀི་ནི་ཀལ་པ་_66_,༄༅། །​ཤ་ཟ་གནོད་སྦྱིན་མཁའ་འགྲོ་ཀུན་ནས་འཁྱིལ་པའི་རྟོགས་པ་ལས་བྱུང་བའི་གྭ་ཐབས་ཞེས་བྱ་བ།༄། གནོད་སྦྱིན་མོ་ཀུན་ནས་འཁྱིལ་པ་མཆེད་གསུམ་གྱི་སྒྲུབ་ཐབས་བཞུགས་སོ། །​༄༅༅། །​རྒྱ་གར་སྐད་དུ། པ་ཤ་ཙ་མ་ཀྵི་ཏ་ཀི་ནི་ཀལ་པ་_66_,༄༅། །​རྒྱ་གར་སྐད་དུ། པི་ཤཱ་ཙི་ཡཀྵི་ཌཱ་ཀི་ནི་ཀལྤ་_16_,༄༅། གནོད་སྦྱིན་མོ་ཀུན་ནས་འཁྱིལ་པ་མཆེད་གསུམ་གྱི་སྒྲུབ་ཐབས་བཞུགས་སོ། །​༄༅། །​རྒྱ་གར་སྐད་དུ། པ་ཤ་ཙ་མ་ཀྱི་ཏ་ཀི་ནི་ཀལ་པ་_16_
[ཨུ་_100_],ཨུ་_100_,ཨུ་_100_,ཨུ་_100_,ཨུ་_100_,ཨུ་_100_
[ཏ་ཀུན་ཏ་ལི་ས་དྷ་ན་མཿ། _66_],ཏ་ཀུན་ཏ་ལི་ས་དྷ་ན་མཿ། _66_,ཏ་ཀུན་ཏ་ལི་ས་དྷ་ན་མཿ། _66_,ཏ་ཀུན་ཏ་ལི་ས་དྷ་ན་མཿ། _66_,ཏཱ་ཀུཎྜ་ལི་སཱ་དྷ་ནཾ་ནཱ་མ། _16_,ཏ་ཀུན་ཏ་ལི་ས་དྷ་ན་མ །​ _16_
[བོད་_100_],བོད་_100_,བོད་_100_,བོད་_100_,བོད་_100_,བོད་_100_
[སྐད་_100_],སྐད་_100_,སྐད་_100_,སྐད་_100_,སྐད་_100_,སྐད་_100_
[དུ_100_],དུ_100_,དུ_100_,དུ_100_,དུ_100_,དུ_100_
[། _100_],། _100_,། _100_,། _100_,། _100_,། _100_
[ཤ་_100_],ཤ་_100_,ཤ་_100_,ཤ་_100_,ཤ་_100_,ཤ་_100_
[ཟ་_83_],ཟ་_83_,ཟ་_83_,ཟ་_83_,ཟའི་_16_,ཟ་_83_
[གནོད་_100_],གནོད་_100_,གནོད་_100_,གནོད་_100_,གནོད་_100_,གནོད་_100_
